,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
235450,5,-42,-55,-74,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235520,5,-42,-55,-75,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235580,5,-42,-55,-75,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235650,5,-42,-55,-76,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235710,5,-42,-55,-82,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235780,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235850,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235910,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63, 12,  -45,   0,N 33:26.5849,W111:35.3394,19:24:55,
235970,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   63,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236020,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236080,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236130,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236180,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236240,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236290,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236360,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236410,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236470,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236530,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236590,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236650,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236700,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236760,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236820,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236880,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   60,  9,  -42,   0,N 33:26.5827,W111:35.3410,19:24:56,
236940,5,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237000,6,-42,-55,-88,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237060,6,-42,-55,-87,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237110,6,-42,-55,-81,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237170,6,-42,-55,-76,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237230,6,-42,-55,-63,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237290,6,-42,-55,-54,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237350,6,-42,-55,-44,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237420,6,-42,-55,-15,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237480,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237560,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237620,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237680,5,-42,-55,0,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237740,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237800,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237870,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   62,  7,  -42,   0,N 33:26.5808,W111:35.3408,19:24:57,
237920,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
237990,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238050,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238100,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238170,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238230,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238290,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238350,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238420,5,-42,-55,1,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238480,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238550,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238620,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238680,5,-42,-55,2,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238750,5,-42,-51,2,-100,92,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238810,5,-42,-50,2,-100,90,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238880,5,-42,-46,2,-100,84,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   64,  5,  -42,   0,N 33:26.5798,W111:35.3394,19:24:58,
238940,5,-42,-46,2,-100,84,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239000,5,-42,-46,2,-100,84,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239060,5,-42,-47,1,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239100,5,-42,-48,2,-100,86,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239160,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239220,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239270,5,-42,-47,6,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239330,5,-42,-47,18,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239390,5,-42,-47,34,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239440,5,-42,-47,44,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239500,5,-42,-47,46,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239560,5,-42,-47,47,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239620,5,-42,-47,49,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239680,5,-42,-47,43,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239750,5,-42,-47,43,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239810,5,-42,-47,37,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239870,5,-42,-47,33,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   65,  4,  -42,   0,N 33:26.5793,W111:35.3379,19:24:59,
239930,5,-42,-47,12,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
239990,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240040,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240100,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240160,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240220,5,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240280,6,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240340,5,-42,-47,3,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240400,5,-42,-47,17,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240460,5,-42,-47,27,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240530,5,-42,-47,34,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240590,5,-42,-47,37,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240650,5,-42,-47,39,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240710,5,-42,-47,38,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240780,5,-42,-47,37,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240830,5,-42,-47,39,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   67,  3,  -42,   0,N 33:26.5789,W111:35.3367,19:25:00,
240900,5,-42,-47,41,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
240960,5,-42,-47,41,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241020,5,-42,-47,42,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241080,5,-42,-47,40,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241140,5,-42,-47,42,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241210,5,-42,-47,43,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241270,5,-42,-47,40,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241340,5,-42,-47,38,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241400,5,-42,-47,39,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241460,5,-42,-47,35,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241530,5,-42,-47,32,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241590,5,-42,-47,25,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241660,5,-42,-47,24,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241720,6,-42,-47,18,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241790,6,-42,-47,16,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241850,6,-42,-47,13,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   68,  3,  -42,   0,N 33:26.5785,W111:35.3358,19:25:01,
241920,6,-42,-47,11,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
241980,6,-42,-47,11,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242050,6,-42,-47,17,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242110,6,-42,-47,27,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242160,6,-42,-47,32,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242220,6,-42,-47,34,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242270,6,-42,-47,35,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242330,6,-42,-47,35,-100,85,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242390,6,-42,-47,34,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242450,6,-42,-47,28,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242510,6,-42,-47,10,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242560,6,-42,-47,3,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242620,6,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242680,6,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242740,6,-42,-47,2,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242790,6,-42,-47,6,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242860,6,-42,-47,26,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   69,  3,  -42,   0,N 33:26.5779,W111:35.3348,19:25:02,
242910,6,-42,-47,33,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   72,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
242970,6,-42,-47,38,-100,85,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243030,6,-42,-50,29,-100,90,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243080,6,-42,-55,29,-100,99,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243150,6,-42,-55,26,-100,99,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243200,6,-42,-55,19,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243270,6,-42,-55,15,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243320,6,-42,-55,12,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243390,6,-42,-55,6,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
243450,6,-41,-55,5,-100,100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   74,  3,  -45,   0,N 33:26.5772,W111:35.3341,19:25:03,
